cell_id,Cell,Batch,Cell_type,ExpLibSize,Group
Cell2809,Cell2809,Sample3,Cell_type3,52996.7242039181,Group3
Cell2811,Cell2811,Sample3,Cell_type3,62404.2021490125,Group3
Cell2813,Cell2813,Sample3,Cell_type2,60040.9293197354,Group2
Cell2815,Cell2815,Sample3,Cell_type3,58737.7071324588,Group3
Cell2817,Cell2817,Sample3,Cell_type2,57748.5118085286,Group2
Cell2819,Cell2819,Sample3,Cell_type3,59937.1177985414,Group3
Cell2821,Cell2821,Sample3,Cell_type1,45358.0999458186,Group1
Cell2823,Cell2823,Sample3,Cell_type2,60954.952311711,Group2
Cell2825,Cell2825,Sample3,Cell_type3,66662.4041925871,Group3
Cell2827,Cell2827,Sample3,Cell_type1,48531.9034891422,Group1
Cell2829,Cell2829,Sample3,Cell_type3,70446.8684419471,Group3
Cell2831,Cell2831,Sample3,Cell_type2,51159.3871391212,Group2
Cell2833,Cell2833,Sample3,Cell_type3,45609.4145577643,Group3
Cell2835,Cell2835,Sample3,Cell_type3,56111.3148163271,Group3
Cell2837,Cell2837,Sample3,Cell_type1,41870.0869249333,Group1
Cell2839,Cell2839,Sample3,Cell_type3,59555.7190517247,Group3
Cell2841,Cell2841,Sample3,Cell_type2,40385.5263877304,Group2
Cell2843,Cell2843,Sample3,Cell_type2,62857.6302576685,Group2
Cell2845,Cell2845,Sample3,Cell_type3,41094.1034264591,Group3
Cell2847,Cell2847,Sample3,Cell_type2,66310.0390818092,Group2
Cell2849,Cell2849,Sample3,Cell_type3,66803.360118741,Group3
Cell2851,Cell2851,Sample3,Cell_type3,50347.7112006736,Group3
Cell2853,Cell2853,Sample3,Cell_type2,68627.4157525952,Group2
Cell2855,Cell2855,Sample3,Cell_type2,71662.9492473744,Group2
Cell2857,Cell2857,Sample3,Cell_type3,47125.1587493128,Group3
Cell2859,Cell2859,Sample3,Cell_type2,32167.6517187598,Group2
Cell2861,Cell2861,Sample3,Cell_type2,106138.74864428,Group2
Cell2863,Cell2863,Sample3,Cell_type3,74170.5442514029,Group3
Cell2865,Cell2865,Sample3,Cell_type3,60824.3206180333,Group3
Cell2867,Cell2867,Sample3,Cell_type2,54638.3139658166,Group2
Cell2869,Cell2869,Sample3,Cell_type2,58861.6753392521,Group2
Cell2871,Cell2871,Sample3,Cell_type3,72931.0084244636,Group3
Cell2873,Cell2873,Sample3,Cell_type1,56091.2198081631,Group1
Cell2875,Cell2875,Sample3,Cell_type3,56563.5525664265,Group3
Cell2877,Cell2877,Sample3,Cell_type2,45890.9901048205,Group2
Cell2879,Cell2879,Sample3,Cell_type3,51194.7257024462,Group3
Cell2881,Cell2881,Sample3,Cell_type1,50848.0413178805,Group1
Cell2883,Cell2883,Sample3,Cell_type3,66642.627987643,Group3
Cell2885,Cell2885,Sample3,Cell_type3,75318.4197696907,Group3
Cell2887,Cell2887,Sample3,Cell_type3,60782.8466480935,Group3
Cell2889,Cell2889,Sample3,Cell_type3,87041.0887548212,Group3
Cell2891,Cell2891,Sample3,Cell_type2,67030.6219647211,Group2
Cell2893,Cell2893,Sample3,Cell_type3,41336.1394265637,Group3
Cell2895,Cell2895,Sample3,Cell_type2,59664.2973757134,Group2
Cell2897,Cell2897,Sample3,Cell_type3,69842.9808268844,Group3
Cell2899,Cell2899,Sample3,Cell_type3,42514.3235776908,Group3
Cell2901,Cell2901,Sample3,Cell_type3,48092.9733971534,Group3
Cell2903,Cell2903,Sample3,Cell_type2,50548.5969980654,Group2
Cell2905,Cell2905,Sample3,Cell_type2,51310.1683882512,Group2
Cell2907,Cell2907,Sample3,Cell_type1,72160.8241171374,Group1
Cell2909,Cell2909,Sample3,Cell_type2,63348.9744871007,Group2
Cell2911,Cell2911,Sample3,Cell_type3,57082.3040014447,Group3
Cell2913,Cell2913,Sample3,Cell_type3,60447.0313816883,Group3
Cell2915,Cell2915,Sample3,Cell_type3,74270.7905422079,Group3
Cell2917,Cell2917,Sample3,Cell_type2,53858.607078562,Group2
Cell2919,Cell2919,Sample3,Cell_type3,61283.8685641596,Group3
Cell2921,Cell2921,Sample3,Cell_type2,54869.4908675261,Group2
Cell2923,Cell2923,Sample3,Cell_type1,62997.6252718802,Group1
Cell2925,Cell2925,Sample3,Cell_type3,77883.3365704303,Group3
Cell2927,Cell2927,Sample3,Cell_type3,62505.94593056,Group3
Cell2929,Cell2929,Sample3,Cell_type1,44180.5318520361,Group1
Cell2931,Cell2931,Sample3,Cell_type2,53182.8670037175,Group2
Cell2933,Cell2933,Sample3,Cell_type2,78876.3143057285,Group2
Cell2935,Cell2935,Sample3,Cell_type1,43402.018425109,Group1
Cell2937,Cell2937,Sample3,Cell_type3,56604.4333630015,Group3
Cell2939,Cell2939,Sample3,Cell_type3,66751.5025433866,Group3
Cell2941,Cell2941,Sample3,Cell_type3,53107.8799321478,Group3
Cell2943,Cell2943,Sample3,Cell_type3,53138.5422768374,Group3
Cell2945,Cell2945,Sample3,Cell_type3,47784.739292002,Group3
Cell2947,Cell2947,Sample3,Cell_type3,54667.6512033246,Group3
Cell2949,Cell2949,Sample3,Cell_type3,52463.7276362582,Group3
Cell2951,Cell2951,Sample3,Cell_type3,57906.022982673,Group3
Cell2953,Cell2953,Sample3,Cell_type1,52767.6583931197,Group1
Cell2955,Cell2955,Sample3,Cell_type3,44738.0269572511,Group3
Cell2957,Cell2957,Sample3,Cell_type1,72939.5043989095,Group1
Cell2959,Cell2959,Sample3,Cell_type3,44804.5074809114,Group3
Cell2961,Cell2961,Sample3,Cell_type2,65295.7377934058,Group2
Cell2963,Cell2963,Sample3,Cell_type3,63355.0310994672,Group3
Cell2965,Cell2965,Sample3,Cell_type3,61494.9243741222,Group3
Cell2967,Cell2967,Sample3,Cell_type2,54883.7669867982,Group2
Cell2969,Cell2969,Sample3,Cell_type1,73053.5685033011,Group1
Cell2971,Cell2971,Sample3,Cell_type3,60881.4854706434,Group3
Cell2973,Cell2973,Sample3,Cell_type3,61218.4438873809,Group3
Cell2975,Cell2975,Sample3,Cell_type3,45444.6602081265,Group3
Cell2977,Cell2977,Sample3,Cell_type1,61214.5801683542,Group1
Cell2979,Cell2979,Sample3,Cell_type1,64764.254024453,Group1
Cell2981,Cell2981,Sample3,Cell_type1,51692.9309132629,Group1
Cell2983,Cell2983,Sample3,Cell_type3,71950.3755594832,Group3
Cell2985,Cell2985,Sample3,Cell_type3,74878.1254217425,Group3
Cell2987,Cell2987,Sample3,Cell_type2,73903.0930840421,Group2
Cell2989,Cell2989,Sample3,Cell_type3,52066.78869117,Group3
Cell2991,Cell2991,Sample3,Cell_type1,63686.4284702236,Group1
Cell2993,Cell2993,Sample3,Cell_type3,44872.6812547658,Group3
Cell2995,Cell2995,Sample3,Cell_type2,72335.3444639219,Group2
Cell2997,Cell2997,Sample3,Cell_type3,41666.9225685349,Group3
Cell2999,Cell2999,Sample3,Cell_type3,48024.6868187353,Group3
Cell3001,Cell3001,Sample3,Cell_type1,46677.1756019724,Group1
Cell3003,Cell3003,Sample3,Cell_type2,61539.334899695,Group2
Cell3005,Cell3005,Sample3,Cell_type3,58465.6152821023,Group3
Cell3007,Cell3007,Sample3,Cell_type2,46221.6186987876,Group2
Cell3009,Cell3009,Sample3,Cell_type3,49640.9762510946,Group3
Cell3011,Cell3011,Sample3,Cell_type3,61903.0673463984,Group3
Cell3013,Cell3013,Sample3,Cell_type1,68297.8069586544,Group1
Cell3015,Cell3015,Sample3,Cell_type3,56537.9402634227,Group3
Cell3017,Cell3017,Sample3,Cell_type3,55950.1810141736,Group3
Cell3019,Cell3019,Sample3,Cell_type3,52012.1155095025,Group3
Cell3021,Cell3021,Sample3,Cell_type1,53301.3743534998,Group1
Cell3023,Cell3023,Sample3,Cell_type2,62152.5275579878,Group2
Cell3025,Cell3025,Sample3,Cell_type3,49332.8926116899,Group3
Cell3027,Cell3027,Sample3,Cell_type3,75950.2601013387,Group3
Cell3029,Cell3029,Sample3,Cell_type3,48090.0166566538,Group3
Cell3031,Cell3031,Sample3,Cell_type1,97973.5015287105,Group1
Cell3033,Cell3033,Sample3,Cell_type2,70201.8000522469,Group2
Cell3035,Cell3035,Sample3,Cell_type1,67061.1001700569,Group1
Cell3037,Cell3037,Sample3,Cell_type1,61643.8787719117,Group1
Cell3039,Cell3039,Sample3,Cell_type2,73784.4503436679,Group2
Cell3041,Cell3041,Sample3,Cell_type1,52116.8573695128,Group1
Cell3043,Cell3043,Sample3,Cell_type3,47671.0693356483,Group3
Cell3045,Cell3045,Sample3,Cell_type3,78264.5620454838,Group3
Cell3047,Cell3047,Sample3,Cell_type3,59385.7548382566,Group3
Cell3049,Cell3049,Sample3,Cell_type3,59748.6953603351,Group3
Cell3051,Cell3051,Sample3,Cell_type3,34639.9320674798,Group3
Cell3053,Cell3053,Sample3,Cell_type3,68045.9419185554,Group3
Cell3055,Cell3055,Sample3,Cell_type2,70001.8796092942,Group2
Cell3057,Cell3057,Sample3,Cell_type3,53316.8542114074,Group3
Cell3059,Cell3059,Sample3,Cell_type1,45025.1030668688,Group1
Cell3061,Cell3061,Sample3,Cell_type1,65668.6766889322,Group1
Cell3063,Cell3063,Sample3,Cell_type2,49629.7501616426,Group2
Cell3065,Cell3065,Sample3,Cell_type2,64426.6118368063,Group2
Cell3067,Cell3067,Sample3,Cell_type3,63158.3030431114,Group3
Cell3069,Cell3069,Sample3,Cell_type2,66901.6546876166,Group2
Cell3071,Cell3071,Sample3,Cell_type3,50498.1329844321,Group3
Cell3073,Cell3073,Sample3,Cell_type1,80294.5621056698,Group1
Cell3075,Cell3075,Sample3,Cell_type3,55480.7345510737,Group3
Cell3077,Cell3077,Sample3,Cell_type3,67675.2328292705,Group3
Cell3079,Cell3079,Sample3,Cell_type1,59851.5887552695,Group1
Cell3081,Cell3081,Sample3,Cell_type2,81465.2986507819,Group2
Cell3083,Cell3083,Sample3,Cell_type1,44000.8017308295,Group1
Cell3085,Cell3085,Sample3,Cell_type1,66350.0176683065,Group1
Cell3087,Cell3087,Sample3,Cell_type3,60077.8359772277,Group3
Cell3089,Cell3089,Sample3,Cell_type2,51826.3489900426,Group2
Cell3091,Cell3091,Sample3,Cell_type3,63864.4123721941,Group3
Cell3093,Cell3093,Sample3,Cell_type3,62009.3266766142,Group3
Cell3095,Cell3095,Sample3,Cell_type1,65924.9493003587,Group1
Cell3097,Cell3097,Sample3,Cell_type1,50714.6401990488,Group1
Cell3099,Cell3099,Sample3,Cell_type1,44358.1491703932,Group1
Cell3101,Cell3101,Sample3,Cell_type3,56794.4870683898,Group3
Cell3103,Cell3103,Sample3,Cell_type2,66343.8178099885,Group2
Cell3105,Cell3105,Sample3,Cell_type3,48127.9811535924,Group3
Cell3107,Cell3107,Sample3,Cell_type3,45839.7199852568,Group3
Cell3109,Cell3109,Sample3,Cell_type3,58770.8819651574,Group3
Cell3111,Cell3111,Sample3,Cell_type3,78193.8524854837,Group3
Cell3113,Cell3113,Sample3,Cell_type1,63874.2193258434,Group1
Cell3115,Cell3115,Sample3,Cell_type1,66568.2554412252,Group1
Cell3117,Cell3117,Sample3,Cell_type3,55949.6947183,Group3
Cell3119,Cell3119,Sample3,Cell_type3,51266.8974970439,Group3
Cell3121,Cell3121,Sample3,Cell_type3,41481.9240107552,Group3
Cell3123,Cell3123,Sample3,Cell_type3,61875.136790659,Group3
Cell3125,Cell3125,Sample3,Cell_type3,57183.7721837182,Group3
Cell3127,Cell3127,Sample3,Cell_type3,67308.1977580624,Group3
Cell3129,Cell3129,Sample3,Cell_type3,48851.3411853652,Group3
Cell3131,Cell3131,Sample3,Cell_type2,56266.657031143,Group2
Cell3133,Cell3133,Sample3,Cell_type1,61953.0175105975,Group1
Cell3135,Cell3135,Sample3,Cell_type2,74344.3357887536,Group2
Cell3137,Cell3137,Sample3,Cell_type2,46379.987852618,Group2
Cell3139,Cell3139,Sample3,Cell_type2,61716.0095694251,Group2
Cell3141,Cell3141,Sample3,Cell_type2,41668.6025765719,Group2
Cell3143,Cell3143,Sample3,Cell_type1,70574.7507557381,Group1
Cell3145,Cell3145,Sample3,Cell_type2,65453.454320164,Group2
Cell3147,Cell3147,Sample3,Cell_type1,83772.9198764956,Group1
Cell3149,Cell3149,Sample3,Cell_type2,59395.1778969377,Group2
Cell3151,Cell3151,Sample3,Cell_type3,77634.1621662906,Group3
Cell3153,Cell3153,Sample3,Cell_type3,48094.3311617605,Group3
Cell3155,Cell3155,Sample3,Cell_type2,67683.5903845065,Group2
Cell3157,Cell3157,Sample3,Cell_type2,54458.6561705227,Group2
Cell3159,Cell3159,Sample3,Cell_type2,53656.8888182192,Group2
Cell3161,Cell3161,Sample3,Cell_type1,73504.0460514432,Group1
Cell3163,Cell3163,Sample3,Cell_type1,115629.725706669,Group1
Cell3165,Cell3165,Sample3,Cell_type3,79197.4639240612,Group3
Cell3167,Cell3167,Sample3,Cell_type1,64776.1128299933,Group1
Cell3169,Cell3169,Sample3,Cell_type3,48244.2279891738,Group3
Cell3171,Cell3171,Sample3,Cell_type1,49611.0471385143,Group1
Cell3173,Cell3173,Sample3,Cell_type1,73065.2482828809,Group1
Cell3175,Cell3175,Sample3,Cell_type2,51107.1559292696,Group2
Cell3177,Cell3177,Sample3,Cell_type3,78973.9074310423,Group3
Cell3179,Cell3179,Sample3,Cell_type3,73747.4605092673,Group3
Cell3181,Cell3181,Sample3,Cell_type3,65129.5058713911,Group3
Cell3183,Cell3183,Sample3,Cell_type2,57691.9309634743,Group2
Cell3185,Cell3185,Sample3,Cell_type1,60120.2669800565,Group1
Cell3187,Cell3187,Sample3,Cell_type2,67089.734155646,Group2
Cell3189,Cell3189,Sample3,Cell_type3,57969.9665483515,Group3
Cell3191,Cell3191,Sample3,Cell_type3,50354.0889760759,Group3
Cell3193,Cell3193,Sample3,Cell_type3,50987.5277603339,Group3
Cell3195,Cell3195,Sample3,Cell_type2,51197.2097213232,Group2
Cell3197,Cell3197,Sample3,Cell_type1,73929.9746755306,Group1
Cell3199,Cell3199,Sample3,Cell_type3,48860.7106522044,Group3
Cell3201,Cell3201,Sample3,Cell_type1,64756.2997073426,Group1
Cell3203,Cell3203,Sample3,Cell_type3,66373.3066615065,Group3
Cell3205,Cell3205,Sample3,Cell_type3,47503.7152517963,Group3
Cell3207,Cell3207,Sample3,Cell_type3,60185.7288547849,Group3
Cell3209,Cell3209,Sample3,Cell_type3,67114.4175857899,Group3
Cell3211,Cell3211,Sample3,Cell_type3,68758.6069039762,Group3
Cell3213,Cell3213,Sample3,Cell_type2,68620.1341823622,Group2
Cell3215,Cell3215,Sample3,Cell_type2,36493.3210892813,Group2
Cell3217,Cell3217,Sample3,Cell_type3,58962.521167882,Group3
Cell3219,Cell3219,Sample3,Cell_type3,41469.1230984829,Group3
Cell3221,Cell3221,Sample3,Cell_type1,66182.4108954779,Group1
Cell3223,Cell3223,Sample3,Cell_type3,58062.9202656283,Group3
Cell3225,Cell3225,Sample3,Cell_type2,51240.8971730188,Group2
Cell3227,Cell3227,Sample3,Cell_type2,66140.0148945015,Group2
Cell3229,Cell3229,Sample3,Cell_type3,78071.3146020408,Group3
Cell3231,Cell3231,Sample3,Cell_type3,54764.5898297444,Group3
Cell3233,Cell3233,Sample3,Cell_type2,60820.1067679181,Group2
Cell3235,Cell3235,Sample3,Cell_type2,47453.8032665581,Group2
Cell3237,Cell3237,Sample3,Cell_type3,60725.9707675785,Group3
Cell3239,Cell3239,Sample3,Cell_type2,54451.628827442,Group2
Cell3241,Cell3241,Sample3,Cell_type3,42319.7863989894,Group3
Cell3243,Cell3243,Sample3,Cell_type3,65100.3254258565,Group3
Cell3245,Cell3245,Sample3,Cell_type2,53251.9991819994,Group2
Cell3247,Cell3247,Sample3,Cell_type3,42029.4515814394,Group3
Cell3249,Cell3249,Sample3,Cell_type3,46240.7240615757,Group3
Cell3251,Cell3251,Sample3,Cell_type1,61128.1206442205,Group1
Cell3253,Cell3253,Sample3,Cell_type3,48757.1476410455,Group3
Cell3255,Cell3255,Sample3,Cell_type2,56223.8459097538,Group2
Cell3257,Cell3257,Sample3,Cell_type3,92093.0961757028,Group3
Cell3259,Cell3259,Sample3,Cell_type1,57575.6142273988,Group1
Cell3261,Cell3261,Sample3,Cell_type2,49783.4246910596,Group2
Cell3263,Cell3263,Sample3,Cell_type1,50273.4819683833,Group1
Cell3265,Cell3265,Sample3,Cell_type1,60234.4536085258,Group1
Cell3267,Cell3267,Sample3,Cell_type3,51159.3958435998,Group3
Cell3269,Cell3269,Sample3,Cell_type1,53949.808516516,Group1
Cell3271,Cell3271,Sample3,Cell_type1,48789.2322395296,Group1
Cell3273,Cell3273,Sample3,Cell_type3,59131.2781499309,Group3
Cell3275,Cell3275,Sample3,Cell_type3,55666.1943614611,Group3
Cell3277,Cell3277,Sample3,Cell_type2,59598.8384593324,Group2
Cell3279,Cell3279,Sample3,Cell_type3,87589.6951403854,Group3
Cell3281,Cell3281,Sample3,Cell_type1,61932.5521434338,Group1
Cell3283,Cell3283,Sample3,Cell_type3,51638.928070271,Group3
Cell3285,Cell3285,Sample3,Cell_type2,44459.6917014112,Group2
Cell3287,Cell3287,Sample3,Cell_type1,53196.9335562612,Group1
Cell3289,Cell3289,Sample3,Cell_type3,74342.2915898029,Group3
Cell3291,Cell3291,Sample3,Cell_type1,53686.4725277437,Group1
Cell3293,Cell3293,Sample3,Cell_type1,55449.7622042376,Group1
Cell3295,Cell3295,Sample3,Cell_type2,44026.3348071905,Group2
Cell3297,Cell3297,Sample3,Cell_type3,47759.2168841389,Group3
Cell3299,Cell3299,Sample3,Cell_type3,45745.0752600717,Group3
Cell3301,Cell3301,Sample3,Cell_type1,71722.0125314664,Group1
Cell3303,Cell3303,Sample3,Cell_type3,81780.1602283736,Group3
Cell3305,Cell3305,Sample3,Cell_type2,71286.8897789779,Group2
Cell3307,Cell3307,Sample3,Cell_type3,76924.6857522511,Group3
Cell3309,Cell3309,Sample3,Cell_type3,48907.3099631763,Group3
Cell3311,Cell3311,Sample3,Cell_type3,64674.2685619158,Group3
Cell3313,Cell3313,Sample3,Cell_type1,50804.581891739,Group1
Cell3315,Cell3315,Sample3,Cell_type2,46173.0754277197,Group2
Cell3317,Cell3317,Sample3,Cell_type3,64696.0848837522,Group3
Cell3319,Cell3319,Sample3,Cell_type3,85313.2615606991,Group3
Cell3321,Cell3321,Sample3,Cell_type3,47041.4908267073,Group3
Cell3323,Cell3323,Sample3,Cell_type1,68580.3413162196,Group1
Cell3325,Cell3325,Sample3,Cell_type3,49236.1570254943,Group3
Cell3327,Cell3327,Sample3,Cell_type1,40230.6597540417,Group1
Cell3329,Cell3329,Sample3,Cell_type2,60682.6250906335,Group2
Cell3331,Cell3331,Sample3,Cell_type3,47997.0363049762,Group3
Cell3333,Cell3333,Sample3,Cell_type1,58721.0414130214,Group1
Cell3335,Cell3335,Sample3,Cell_type3,57063.428020912,Group3
Cell3337,Cell3337,Sample3,Cell_type3,41300.5226664624,Group3
Cell3339,Cell3339,Sample3,Cell_type2,51832.5936929442,Group2
Cell3341,Cell3341,Sample3,Cell_type3,46598.3240070157,Group3
Cell3343,Cell3343,Sample3,Cell_type3,50799.2650478622,Group3
Cell3345,Cell3345,Sample3,Cell_type2,69369.7503831367,Group2
Cell3347,Cell3347,Sample3,Cell_type2,68841.7321787579,Group2
Cell3349,Cell3349,Sample3,Cell_type3,43692.6211758469,Group3
Cell3351,Cell3351,Sample3,Cell_type3,69366.064249004,Group3
Cell3353,Cell3353,Sample3,Cell_type2,54548.3845685997,Group2
Cell3355,Cell3355,Sample3,Cell_type1,44651.4865576582,Group1
Cell3357,Cell3357,Sample3,Cell_type2,52936.8260392928,Group2
Cell3359,Cell3359,Sample3,Cell_type1,65658.9173266382,Group1
Cell3361,Cell3361,Sample3,Cell_type3,79669.997650521,Group3
Cell3363,Cell3363,Sample3,Cell_type2,63735.7547534248,Group2
Cell3365,Cell3365,Sample3,Cell_type2,50591.7966779781,Group2
Cell3367,Cell3367,Sample3,Cell_type2,66367.6807787328,Group2
Cell3369,Cell3369,Sample3,Cell_type1,57815.22213039,Group1
Cell3371,Cell3371,Sample3,Cell_type3,49001.7058503471,Group3
Cell3373,Cell3373,Sample3,Cell_type3,65671.4275434258,Group3
Cell3375,Cell3375,Sample3,Cell_type3,64064.7556537654,Group3
Cell3377,Cell3377,Sample3,Cell_type1,54397.4788935419,Group1
Cell3379,Cell3379,Sample3,Cell_type3,56930.8899048921,Group3
Cell3381,Cell3381,Sample3,Cell_type2,69193.675929421,Group2
Cell3383,Cell3383,Sample3,Cell_type2,69366.2446548075,Group2
Cell3385,Cell3385,Sample3,Cell_type2,79464.30516279,Group2
Cell3387,Cell3387,Sample3,Cell_type3,55800.384905705,Group3
Cell3389,Cell3389,Sample3,Cell_type3,90539.76890706,Group3
Cell3391,Cell3391,Sample3,Cell_type2,73630.1844500881,Group2
Cell3393,Cell3393,Sample3,Cell_type3,69012.8543832241,Group3
Cell3395,Cell3395,Sample3,Cell_type3,52716.8587355648,Group3
Cell3397,Cell3397,Sample3,Cell_type2,45220.3864506288,Group2
Cell3399,Cell3399,Sample3,Cell_type3,45938.1941329942,Group3
Cell3401,Cell3401,Sample3,Cell_type3,45402.6777903507,Group3
Cell3403,Cell3403,Sample3,Cell_type3,69103.8648418753,Group3
Cell3405,Cell3405,Sample3,Cell_type3,68208.856593167,Group3
Cell3407,Cell3407,Sample3,Cell_type1,47462.6702886533,Group1
Cell3409,Cell3409,Sample3,Cell_type3,52752.3197279061,Group3
Cell3411,Cell3411,Sample3,Cell_type2,49876.7574079681,Group2
Cell3413,Cell3413,Sample3,Cell_type2,48979.5015643685,Group2
Cell3415,Cell3415,Sample3,Cell_type3,64892.6755524874,Group3
Cell3417,Cell3417,Sample3,Cell_type1,62969.9999049255,Group1
Cell3419,Cell3419,Sample3,Cell_type3,71284.5756202489,Group3
Cell3421,Cell3421,Sample3,Cell_type2,58487.8439203376,Group2
Cell3423,Cell3423,Sample3,Cell_type2,80586.0224041487,Group2
Cell3425,Cell3425,Sample3,Cell_type2,57726.6297180015,Group2
Cell3427,Cell3427,Sample3,Cell_type3,50439.4417527115,Group3
Cell3429,Cell3429,Sample3,Cell_type3,73632.3704790112,Group3
Cell3431,Cell3431,Sample3,Cell_type2,69702.5606307465,Group2
Cell3433,Cell3433,Sample3,Cell_type3,44942.1381032726,Group3
Cell3435,Cell3435,Sample3,Cell_type3,61415.1286165651,Group3
Cell3437,Cell3437,Sample3,Cell_type3,57021.157555371,Group3
Cell3439,Cell3439,Sample3,Cell_type2,82156.6393243002,Group2
Cell3441,Cell3441,Sample3,Cell_type2,89821.2672890278,Group2
Cell3443,Cell3443,Sample3,Cell_type2,65924.6190559605,Group2
Cell3445,Cell3445,Sample3,Cell_type3,42957.1280918411,Group3
Cell3447,Cell3447,Sample3,Cell_type1,39551.6647172871,Group1
Cell3449,Cell3449,Sample3,Cell_type3,50302.5574254913,Group3
Cell3451,Cell3451,Sample3,Cell_type3,51542.8111306025,Group3
Cell3453,Cell3453,Sample3,Cell_type3,64018.1771204029,Group3
Cell3455,Cell3455,Sample3,Cell_type1,69284.7459613317,Group1
Cell3457,Cell3457,Sample3,Cell_type3,58118.4489951109,Group3
Cell3459,Cell3459,Sample3,Cell_type3,71066.2184120322,Group3
Cell3461,Cell3461,Sample3,Cell_type2,62130.57243746,Group2
Cell3463,Cell3463,Sample3,Cell_type3,70775.1926825702,Group3
Cell3465,Cell3465,Sample3,Cell_type1,55221.9447850639,Group1
Cell3467,Cell3467,Sample3,Cell_type3,65072.0566207119,Group3
Cell3469,Cell3469,Sample3,Cell_type3,43558.6653230519,Group3
Cell3471,Cell3471,Sample3,Cell_type3,34299.3555188085,Group3
Cell3473,Cell3473,Sample3,Cell_type2,63226.0927070956,Group2
Cell3475,Cell3475,Sample3,Cell_type2,59524.798575504,Group2
Cell3477,Cell3477,Sample3,Cell_type3,95998.522858154,Group3
Cell3479,Cell3479,Sample3,Cell_type1,72026.9982966932,Group1
Cell3481,Cell3481,Sample3,Cell_type1,49798.0261236297,Group1
Cell3483,Cell3483,Sample3,Cell_type2,47710.2009507006,Group2
Cell3485,Cell3485,Sample3,Cell_type3,87356.3274989785,Group3
Cell3487,Cell3487,Sample3,Cell_type3,59772.6900846888,Group3
Cell3489,Cell3489,Sample3,Cell_type2,62985.5221277874,Group2
Cell3491,Cell3491,Sample3,Cell_type3,55090.3011742559,Group3
Cell3493,Cell3493,Sample3,Cell_type3,48226.4561146108,Group3
Cell3495,Cell3495,Sample3,Cell_type1,55220.9411205535,Group1
Cell3497,Cell3497,Sample3,Cell_type3,42670.2068566104,Group3
Cell3499,Cell3499,Sample3,Cell_type2,53267.7753760121,Group2
Cell3501,Cell3501,Sample3,Cell_type3,58373.1655689541,Group3
Cell3503,Cell3503,Sample3,Cell_type1,61634.3521352016,Group1
Cell3505,Cell3505,Sample3,Cell_type3,77935.3470692759,Group3
Cell3507,Cell3507,Sample3,Cell_type3,74882.1646935885,Group3
Cell3509,Cell3509,Sample3,Cell_type3,66277.0437805853,Group3
Cell3511,Cell3511,Sample3,Cell_type2,65735.85681119,Group2
